,ID,technology,country,Country Name,Exponential Fit,exponential goodness,Logistic Fit,Logistic Inflection Year,logistic goodness,Gompertz Fit,gompertz goodness,Delta T Wilson Fit,Vintage,Number of Points,lendingrate_Average,rdspending_Average,goodsservices_Average,oresmetals_Average,fdi_Average,hightech_Average,polity_Average,direction_scitech_Average,easier_scitech_Average,gdppc_Average,Capacity_Average,gee_Average,regime_Mode,IncomeGroup_Mode,WTO_Mode,OECD_Mode,IncomeGroup,dem,Log_GDPavg,Material Use Numerical,Final Material Use,Year of Invention,Year of First Embodiment of Tech,FirstCommercialYr,Need for Customization,Complexity,Type of Adopter,Granularity Numerical,Granularity,Average lifetime,Technology Lifetime,Strict replacement,Broad replacement,Feedstock,Category Type,Patent Category Name,Metric,Unit
4229,Geothermal Energy_Installed electricity capacity_PT,Geothermal Energy,PRT,Portugal,0.034841945,-1.55E+34,0.208144012,2001.908382,0.842129072,0.149204113,0.839206713,21.11254178,2000,22,,0.73607,37.37930267,2.329359133,81350807.13,,10,,,23673.29047,1.687,1.06235062,1,H,,,H,Democracy,10.07210271,0,Medium Material Use,,,1913,Mass-customized [2],Design-Intensive [2],Both [3],74000000,Low,30,Decades,No,No,No,Energy Supply,General Tagging of New Technological Developments; General Tagging of Cross-Sectional Technologies Spanning over Several Sections of the IPC; Technical Subjects Covered by Former USPC Cross-Reference Art Collections [XRACs] and Digests,Installed electricity capacity,MW
4230,Geothermal Energy_Installed electricity capacity_PH,Geothermal Energy,PHL,Philippines,err,,err,err,,err,0.839206713,err,2000,22,,,,,,,,,,,,,,,,,,,,0,Medium Material Use,,,1913,Mass-customized [2],Design-Intensive [2],Both [3],74000000,Low,30,Decades,No,No,No,Energy Supply,General Tagging of New Technological Developments; General Tagging of Cross-Sectional Technologies Spanning over Several Sections of the IPC; Technical Subjects Covered by Former USPC Cross-Reference Art Collections [XRACs] and Digests,Installed electricity capacity,MW
4231,Geothermal Energy_Installed electricity capacity_NI,Geothermal Energy,NIC,Nicaragua,0.094642042,-4.00E+139,0.191899181,2006.305188,0.841420567,0.126191511,0.840454842,22.89978062,2000,22,15.38704271,0.03493,44.04064229,0.512012977,-225542857.1,,8,,,3133.995886,-0.03953,-0.818975345,2,L,,,LM,Democracy,8.05006411,0,Medium Material Use,,,1913,Mass-customized [2],Design-Intensive [2],Both [3],74000000,Low,30,Decades,No,No,No,Energy Supply,General Tagging of New Technological Developments; General Tagging of Cross-Sectional Technologies Spanning over Several Sections of the IPC; Technical Subjects Covered by Former USPC Cross-Reference Art Collections [XRACs] and Digests,Installed electricity capacity,MW
4232,Geothermal Energy_Installed electricity capacity_NZ,Geothermal Energy,NZL,New Zealand,0.040768784,-3.78E+45,0.132346427,2008.695583,0.944145344,0.065129963,0.936720696,33.2041389,2000,22,7.68466385,1.155882,29.9336473,2.68448711,-1237611199,9.756182333,10,,,29627.02425,2.2114,1.718163467,0,H,,,H,Democracy,10.29644221,0,Medium Material Use,,,1913,Mass-customized [2],Design-Intensive [2],Both [3],74000000,Low,30,Decades,No,No,No,Energy Supply,General Tagging of New Technological Developments; General Tagging of Cross-Sectional Technologies Spanning over Several Sections of the IPC; Technical Subjects Covered by Former USPC Cross-Reference Art Collections [XRACs] and Digests,Installed electricity capacity,MW
4233,Geothermal Energy_Installed electricity capacity_MX,Geothermal Energy,MEX,Mexico,-0.000481534,0.033536465,0.671057798,1996.753901,0.153073266,0.655213651,0.151770318,6.548540476,2000,22,,,,,,,,,,,,,,,,,UM,,,0,Medium Material Use,,,1913,Mass-customized [2],Design-Intensive [2],Both [3],74000000,Low,30,Decades,No,No,No,Energy Supply,General Tagging of New Technological Developments; General Tagging of Cross-Sectional Technologies Spanning over Several Sections of the IPC; Technical Subjects Covered by Former USPC Cross-Reference Art Collections [XRACs] and Digests,Installed electricity capacity,MW
4234,Geothermal Energy_Installed electricity capacity_KE,Geothermal Energy,KEN,Kenya,0.12857008,-9.32E+199,0.2367347,2016.820224,0.948912961,0.056550222,0.941948455,18.56275884,2000,22,15.97367028,0.523715,30.47330372,1.539958653,-412577930.5,5.263269214,7.666666667,,,2488.127556,-0.040253011,-0.563832932,2,L,,,LM,Democracy,7.819285721,0,Medium Material Use,,,1913,Mass-customized [2],Design-Intensive [2],Both [3],74000000,Low,30,Decades,No,No,No,Energy Supply,General Tagging of New Technological Developments; General Tagging of Cross-Sectional Technologies Spanning over Several Sections of the IPC; Technical Subjects Covered by Former USPC Cross-Reference Art Collections [XRACs] and Digests,Installed electricity capacity,MW
4235,Geothermal Energy_Installed electricity capacity_JP,Geothermal Energy,JPN,Japan,-0.463270292,1.11E-16,-0.146058059,2033.717467,0.807849562,-0.137315964,0.806254537,-30.08700235,2000,22,1.586625006,3.151870476,14.72822205,6.686689604,95291342688,18.28948,10,5.410466,6.365770667,35410.63147,1.81425,1.482250586,0,H,,,H,Democracy,10.47476738,0,Medium Material Use,,,1913,Mass-customized [2],Design-Intensive [2],Both [3],74000000,Low,30,Decades,No,No,No,Energy Supply,General Tagging of New Technological Developments; General Tagging of Cross-Sectional Technologies Spanning over Several Sections of the IPC; Technical Subjects Covered by Former USPC Cross-Reference Art Collections [XRACs] and Digests,Installed electricity capacity,MW
4236,Geothermal Energy_Installed electricity capacity_IT,Geothermal Energy,ITA,Italy,err,,0.079328628,1988.658796,0.869891881,0.067076776,0.870309439,55.3955017,2000,22,,,,,,,,,,,,,,,,,err,,,0,Medium Material Use,,,1913,Mass-customized [2],Design-Intensive [2],Both [3],74000000,Low,30,Decades,No,No,No,Energy Supply,General Tagging of New Technological Developments; General Tagging of Cross-Sectional Technologies Spanning over Several Sections of the IPC; Technical Subjects Covered by Former USPC Cross-Reference Art Collections [XRACs] and Digests,Installed electricity capacity,MW
4237,Geothermal Energy_Installed electricity capacity_ID,Geothermal Energy,IDN,Indonesia,0.069865328,-1.23E+91,err,err,,err,0.870309439,err,2000,22,,,,,,,,,,,,,,,,,,,,0,Medium Material Use,,,1913,Mass-customized [2],Design-Intensive [2],Both [3],74000000,Low,30,Decades,No,No,No,Energy Supply,General Tagging of New Technological Developments; General Tagging of Cross-Sectional Technologies Spanning over Several Sections of the IPC; Technical Subjects Covered by Former USPC Cross-Reference Art Collections [XRACs] and Digests,Installed electricity capacity,MW
4238,Geothermal Energy_Installed electricity capacity_IS,Geothermal Energy,ISL,Iceland,0.070512184,-1.36E+95,0.309146522,2005.60914,0.958370763,0.19083389,0.949571027,14.21477793,2000,22,15.25283457,2.745158333,39.07736743,5.466216743,1166053939,,,,,35299.20857,,1.975071017,1,H,,,H,,10.47161582,0,Medium Material Use,,,1913,Mass-customized [2],Design-Intensive [2],Both [3],74000000,Low,30,Decades,No,No,No,Energy Supply,General Tagging of New Technological Developments; General Tagging of Cross-Sectional Technologies Spanning over Several Sections of the IPC; Technical Subjects Covered by Former USPC Cross-Reference Art Collections [XRACs] and Digests,Installed electricity capacity,MW
4239,Geothermal Energy_Installed electricity capacity_GT,Geothermal Energy,GTM,Guatemala,0.025171321,0.381808222,0.347655146,2000.971157,0.709038628,0.273558564,0.687824374,12.64025344,2000,22,19.919583,,35.47802,1.359965,-342714085.6,,8,,,5871.4958,0.0176035,-0.56138736,2,LM,,,LM,Democracy,8.677864701,0,Medium Material Use,,,1913,Mass-customized [2],Design-Intensive [2],Both [3],74000000,Low,30,Decades,No,No,No,Energy Supply,General Tagging of New Technological Developments; General Tagging of Cross-Sectional Technologies Spanning over Several Sections of the IPC; Technical Subjects Covered by Former USPC Cross-Reference Art Collections [XRACs] and Digests,Installed electricity capacity,MW
4240,Geothermal Energy_Installed electricity capacity_GP,Geothermal Energy,GLP,Guadeloupe,0.062940754,-1.36E+84,0.866627471,2003.660045,0.842185248,18.64757744,0.834601714,5.070747581,2000,22,,,,,,,,,,,,,,,,,err,,,0,Medium Material Use,,,1913,Mass-customized [2],Design-Intensive [2],Both [3],74000000,Low,30,Decades,No,No,No,Energy Supply,General Tagging of New Technological Developments; General Tagging of Cross-Sectional Technologies Spanning over Several Sections of the IPC; Technical Subjects Covered by Former USPC Cross-Reference Art Collections [XRACs] and Digests,Installed electricity capacity,MW
4241,Geothermal Energy_Installed electricity capacity_ET,Geothermal Energy,ETH,Ethiopia,0,1,err,err,,err,0.834601714,err,2000,22,,,,,,,,,,,,,,,,,,,,0,Medium Material Use,,,1913,Mass-customized [2],Design-Intensive [2],Both [3],74000000,Low,30,Decades,No,No,No,Energy Supply,General Tagging of New Technological Developments; General Tagging of Cross-Sectional Technologies Spanning over Several Sections of the IPC; Technical Subjects Covered by Former USPC Cross-Reference Art Collections [XRACs] and Digests,Installed electricity capacity,MW
4242,Geothermal Energy_Installed electricity capacity_SV,Geothermal Energy,SLV,El Salvador,err,,0.148843964,1994.682062,0.70010329,0.125913972,0.694677906,29.52386542,2000,22,,,,,,,,,,,,,,,,,LM,,,0,Medium Material Use,,,1913,Mass-customized [2],Design-Intensive [2],Both [3],74000000,Low,30,Decades,No,No,No,Energy Supply,General Tagging of New Technological Developments; General Tagging of Cross-Sectional Technologies Spanning over Several Sections of the IPC; Technical Subjects Covered by Former USPC Cross-Reference Art Collections [XRACs] and Digests,Installed electricity capacity,MW
4243,Geothermal Energy_Installed electricity capacity_CR,Geothermal Energy,CRI,Costa Rica,0.028146489,-9.00E+23,0.028497177,2331.495324,0.856668,err,0.694677906,154.2064724,2000,22,16.41300232,0.443638125,37.65546878,1.784199491,-1857942569,31.12819279,10,,,11836.17144,0.8670625,0.283025897,2,UM,,,UM,Democracy,9.378915498,0,Medium Material Use,,,1913,Mass-customized [2],Design-Intensive [2],Both [3],74000000,Low,30,Decades,No,No,No,Energy Supply,General Tagging of New Technological Developments; General Tagging of Cross-Sectional Technologies Spanning over Several Sections of the IPC; Technical Subjects Covered by Former USPC Cross-Reference Art Collections [XRACs] and Digests,Installed electricity capacity,MW
4244,Solid Biofuels_Installed electricity capacity_ZW,Solid Biofuels,ZWE,Zimbabwe,0.023149191,-5.93102E+13,0.136630727,1996.529423,0.834359801,0.11582324,0.834938191,32.16296407,2000,22,,,,,,,,,,,,,,,,,L,,,,Medium Material Use,,,n/d,Customized [3],Complex [3],Firms [1],Expensive,Low,25,Decades,No,No,Yes,Energy Supply,General Tagging of New Technological Developments; General Tagging of Cross-Sectional Technologies Spanning over Several Sections of the IPC; Technical Subjects Covered by Former USPC Cross-Reference Art Collections [XRACs] and Digests,Installed electricity capacity,MW
4245,Solid Biofuels_Installed electricity capacity_ZM,Solid Biofuels,ZMB,Zambia,0.058992459,-1.04E+78,0.418044728,2006.009354,0.837060191,0.232548875,0.802170911,10.51191143,2000,22,36.12742643,0.0152675,34.93720171,2.604915814,-324837142.9,,4.428571429,,,1734.6356,0.496257143,-0.96453979,3,L,,,L,Not Democracy,7.458552642,,Medium Material Use,,,n/d,Customized [3],Complex [3],Firms [1],Expensive,Low,25,Decades,No,No,Yes,Energy Supply,General Tagging of New Technological Developments; General Tagging of Cross-Sectional Technologies Spanning over Several Sections of the IPC; Technical Subjects Covered by Former USPC Cross-Reference Art Collections [XRACs] and Digests,Installed electricity capacity,MW
4246,Solid Biofuels_Installed electricity capacity_UY,Solid Biofuels,URY,Uruguay,0.171667863,-1.78E+277,0.447549559,2009.558658,0.957207243,0.295359672,0.959157552,9.8189107,2000,22,33.50152295,0.338705714,26.32209845,1.260160975,-997975872,5.65696575,10,5.295,6.153,13335.88934,1.222272727,0.498426281,2,UM,,,UM,Democracy,9.498214126,,Medium Material Use,,,n/d,Customized [3],Complex [3],Firms [1],Expensive,Low,25,Decades,No,No,Yes,Energy Supply,General Tagging of New Technological Developments; General Tagging of Cross-Sectional Technologies Spanning over Several Sections of the IPC; Technical Subjects Covered by Former USPC Cross-Reference Art Collections [XRACs] and Digests,Installed electricity capacity,MW
4247,Solid Biofuels_Installed electricity capacity_US,Solid Biofuels,USA,United States of America,0.022691376,-1.8807E+13,0.061419264,2003.02858,0.898175807,0.035024557,0.896812204,71.54838519,2000,22,6.23812515,2.600225,13.60515,1.962052475,-10792000000,,10,,,46297.19273,1.9225,1.6284226,2,H,,,H,Democracy,10.74283661,,Medium Material Use,,,n/d,Customized [3],Complex [3],Firms [1],Expensive,Low,25,Decades,No,No,Yes,Energy Supply,General Tagging of New Technological Developments; General Tagging of Cross-Sectional Technologies Spanning over Several Sections of the IPC; Technical Subjects Covered by Former USPC Cross-Reference Art Collections [XRACs] and Digests,Installed electricity capacity,MW
4248,Solid Biofuels_Installed electricity capacity_TZ,Solid Biofuels,TZA,United Republic of Tanzania,0.028808781,-2.57E+18,0.178731012,2000.106798,0.873518304,0.142190922,0.870818185,24.58694268,2000,22,21.5775,,13.17178,1.2814314,-463400858.8,,-1,,,1148.6802,0.0826,-0.5566266,3,L,,,L,Not Democracy,7.04636891,,Medium Material Use,,,n/d,Customized [3],Complex [3],Firms [1],Expensive,Low,25,Decades,No,No,Yes,Energy Supply,General Tagging of New Technological Developments; General Tagging of Cross-Sectional Technologies Spanning over Several Sections of the IPC; Technical Subjects Covered by Former USPC Cross-Reference Art Collections [XRACs] and Digests,Installed electricity capacity,MW
4249,Solid Biofuels_Installed electricity capacity_GB,Solid Biofuels,GBR,United Kingdom of Great Britain and Northern Ireland,0.16960668,-1.37E+273,0.286929967,2015.560319,0.980343306,0.110951236,0.975922076,15.31540676,2000,22,3.05184609,1.605706471,28.85239418,3.022786212,-15093810389,22.3574242,9.882352941,,,35149.23424,1.8558125,1.666029838,0,H,,,H,Democracy,10.46735811,,Medium Material Use,,,n/d,Customized [3],Complex [3],Firms [1],Expensive,Low,25,Decades,No,No,Yes,Energy Supply,General Tagging of New Technological Developments; General Tagging of Cross-Sectional Technologies Spanning over Several Sections of the IPC; Technical Subjects Covered by Former USPC Cross-Reference Art Collections [XRACs] and Digests,Installed electricity capacity,MW
4250,Solid Biofuels_Installed electricity capacity_TR,Solid Biofuels,TUR,Türkiye,0.101369162,-1.01E+149,0.524654679,2040.887708,0.858877926,err,0.975922076,8.375888612,2000,22,,0.751507143,27.75984526,6.760195243,-8486260870,2.71951734,5.157894737,7.2065809,7.719719667,16025.16072,1.22975,0.15195227,0,UM,,,UM,Not Democracy,9.681915311,,Medium Material Use,,,n/d,Customized [3],Complex [3],Firms [1],Expensive,Low,25,Decades,No,No,Yes,Energy Supply,General Tagging of New Technological Developments; General Tagging of Cross-Sectional Technologies Spanning over Several Sections of the IPC; Technical Subjects Covered by Former USPC Cross-Reference Art Collections [XRACs] and Digests,Installed electricity capacity,MW
4251,Solid Biofuels_Installed electricity capacity_TH,Solid Biofuels,THA,Thailand,0.084187319,-3.83E+121,0.172524851,2012.794534,0.988705652,0.074737545,0.986478006,25.4713981,2000,22,5.578685008,0.2587125,61.98028886,4.091353857,-3944522409,25.08263971,5.785714286,6.3186938,6.74119135,12098.50091,0.707592857,0.230401936,0,LM,,,UM,Not Democracy,9.400836833,,Medium Material Use,,,n/d,Customized [3],Complex [3],Firms [1],Expensive,Low,25,Decades,No,No,Yes,Energy Supply,General Tagging of New Technological Developments; General Tagging of Cross-Sectional Technologies Spanning over Several Sections of the IPC; Technical Subjects Covered by Former USPC Cross-Reference Art Collections [XRACs] and Digests,Installed electricity capacity,MW
4252,Solid Biofuels_Installed electricity capacity_SE,Solid Biofuels,SWE,Sweden,0.032395881,-7.64E+29,0.264597542,2002.310826,0.830610069,0.199526753,0.820069322,16.6080498,2000,22,5.765,3.8738,37.28605967,3.137354067,4089755648,,10,,,34813.0136,2.351666667,1.9209595,0,H,,,H,Democracy,10.45774655,,Medium Material Use,,,n/d,Customized [3],Complex [3],Firms [1],Expensive,Low,25,Decades,No,No,Yes,Energy Supply,General Tagging of New Technological Developments; General Tagging of Cross-Sectional Technologies Spanning over Several Sections of the IPC; Technical Subjects Covered by Former USPC Cross-Reference Art Collections [XRACs] and Digests,Installed electricity capacity,MW
4253,Solid Biofuels_Installed electricity capacity_SD,Solid Biofuels,SDN,Sudan,0.035210854,-2.19E+35,0.095691219,2013.387786,0.761937972,0.032549881,0.756446271,45.92322241,2000,22,,0.31902,16.14652886,1.104833723,-1473172520,,-4,,,2926.029643,-0.988257143,-1.259617595,4,L,,,LM,Not Democracy,7.981401712,,Medium Material Use,,,n/d,Customized [3],Complex [3],Firms [1],Expensive,Low,25,Decades,No,No,Yes,Energy Supply,General Tagging of New Technological Developments; General Tagging of Cross-Sectional Technologies Spanning over Several Sections of the IPC; Technical Subjects Covered by Former USPC Cross-Reference Art Collections [XRACs] and Digests,Installed electricity capacity,MW
4254,Solid Biofuels_Installed electricity capacity_ES,Solid Biofuels,ESP,Spain,0.083644753,-1.40E+120,0.155433634,2008.267872,0.950490968,0.090012108,0.953766975,28.27218954,2000,22,,1.070836667,29.99864522,3.431977789,25158978224,5.59303185,10,6.2091665,6.99,30192.71986,1.869111111,1.356178995,0,H,,,H,Democracy,10.31535611,,Medium Material Use,,,n/d,Customized [3],Complex [3],Firms [1],Expensive,Low,25,Decades,No,No,Yes,Energy Supply,General Tagging of New Technological Developments; General Tagging of Cross-Sectional Technologies Spanning over Several Sections of the IPC; Technical Subjects Covered by Former USPC Cross-Reference Art Collections [XRACs] and Digests,Installed electricity capacity,MW
4255,Solid Biofuels_Installed electricity capacity_ZA,Solid Biofuels,ZAF,South Africa,0,1,err,err,,err,0.953766975,err,2000,22,,,,,,,,,,,,,,,,,,,,,Medium Material Use,,,n/d,Customized [3],Complex [3],Firms [1],Expensive,Low,25,Decades,No,No,Yes,Energy Supply,General Tagging of New Technological Developments; General Tagging of Cross-Sectional Technologies Spanning over Several Sections of the IPC; Technical Subjects Covered by Former USPC Cross-Reference Art Collections [XRACs] and Digests,Installed electricity capacity,MW
4256,Solid Biofuels_Installed electricity capacity_DE,Solid Biofuels,DEU,Germany,0.119812845,-1.75E+186,0.788429507,2003.258321,0.985000208,0.541046678,0.987762437,5.573674143,2000,22,,2.431255,29.5690995,3.376216375,-49177254067,,10,,,34233.73553,1.83875,1.6071237,0,H,,,H,Democracy,10.44096686,,Medium Material Use,,,n/d,Customized [3],Complex [3],Firms [1],Expensive,Low,25,Decades,No,No,Yes,Energy Supply,General Tagging of New Technological Developments; General Tagging of Cross-Sectional Technologies Spanning over Several Sections of the IPC; Technical Subjects Covered by Former USPC Cross-Reference Art Collections [XRACs] and Digests,Installed electricity capacity,MW
4257,Solid Biofuels_Installed electricity capacity_FI,Solid Biofuels,FIN,Finland,0.023884907,-4275.426457,0.016714698,2591.05087,0.629197963,err,0.987762437,262.90927,2000,22,,3.21494619,37.03587778,6.467892409,570993365.8,12.22946433,10,6.6439843,6.535503,36925.57683,2.486875,2.0743905,1,H,,,H,Democracy,10.51665973,,Medium Material Use,,,n/d,Customized [3],Complex [3],Firms [1],Expensive,Low,25,Decades,No,No,Yes,Energy Supply,General Tagging of New Technological Developments; General Tagging of Cross-Sectional Technologies Spanning over Several Sections of the IPC; Technical Subjects Covered by Former USPC Cross-Reference Art Collections [XRACs] and Digests,Installed electricity capacity,MW
4258,Geothermal Energy_Installed electricity capacity_US,Geothermal Energy,USA,United States of America,err,,0.012975412,2683.162738,0.317258541,err,0.987762437,338.6751256,2000,22,4.723901555,2.759344762,15.21521641,2.264137822,10475478261,21.74902907,9.333333333,7.205712333,6.958982233,50014.10311,1.92075,1.534759595,2,H,,,H,Democracy,10.82006031,0,Medium Material Use,,,1913,Mass-customized [2],Design-Intensive [2],Both [3],74000000,Low,30,Decades,No,No,No,Energy Supply,General Tagging of New Technological Developments; General Tagging of Cross-Sectional Technologies Spanning over Several Sections of the IPC; Technical Subjects Covered by Former USPC Cross-Reference Art Collections [XRACs] and Digests,Installed electricity capacity,MW
4259,Solar Photovoltaic_Installed electricity capacity_CK,Solar Photovoltaic,COK,Cook Islands,0.271033804,#NAME?,1.878933684,2013.81547,0.998272567,1.241785262,0.996696457,2.338799497,2000,22,,,,,,,,,,,,-0.341877983,,,,,,,,0.327479604,Medium Material Use,1954,,1957,Standardized [1],Simple [1],Both [3],615.3,High,33,Decades,No,No,No,Energy Supply,General Tagging of New Technological Developments; General Tagging of Cross-Sectional Technologies Spanning over Several Sections of the IPC; Technical Subjects Covered by Former USPC Cross-Reference Art Collections [XRACs] and Digests,Installed electricity capacity,MW
4260,Solar Photovoltaic_Installed electricity capacity_KR,Solar Photovoltaic,KOR,Republic of Korea,err,,0.37347755,2021.554312,0.998165458,0.061190515,0.997656234,11.76630068,2000,22,5.180398583,3.361130952,38.44043483,7.041519927,14122173913,31.55349393,8,7.019454667,7.070398367,30593.58267,1.99425,1.053476888,2,H,,,H,Democracy,10.32854555,0.327479604,Medium Material Use,1954,,1957,Standardized [1],Simple [1],Both [3],615.3,High,33,Decades,No,No,No,Energy Supply,General Tagging of New Technological Developments; General Tagging of Cross-Sectional Technologies Spanning over Several Sections of the IPC; Technical Subjects Covered by Former USPC Cross-Reference Art Collections [XRACs] and Digests,Installed electricity capacity,MW
4261,Solar Photovoltaic_Installed electricity capacity_PT,Solar Photovoltaic,PRT,Portugal,err,,0.239632584,2071.691079,0.963630388,err,0.997656234,18.33827886,2000,22,,1.175566667,39.36637626,2.6750256,-3903864956,5.757776387,10,,,24784.53912,1.7135625,1.070049357,1,H,,,H,Democracy,10.11797531,0.327479604,Medium Material Use,1954,,1957,Standardized [1],Simple [1],Both [3],615.3,High,33,Decades,No,No,No,Energy Supply,General Tagging of New Technological Developments; General Tagging of Cross-Sectional Technologies Spanning over Several Sections of the IPC; Technical Subjects Covered by Former USPC Cross-Reference Art Collections [XRACs] and Digests,Installed electricity capacity,MW
4262,Solar Photovoltaic_Installed electricity capacity_NO,Solar Photovoltaic,NOR,Norway,0.16850195,-3.21E+271,0.390523108,2046.980815,0.986898384,err,0.997656234,11.25272503,2000,22,3.25141665,1.750941,29.172723,6.636965004,7110226839,20.96154427,10,6.8819513,6.4965854,73758.01903,2.59825,1.87924991,0,H,,,H,Democracy,11.208545,0.327479604,Medium Material Use,1954,,1957,Standardized [1],Simple [1],Both [3],615.3,High,33,Decades,No,No,No,Energy Supply,General Tagging of New Technological Developments; General Tagging of Cross-Sectional Technologies Spanning over Several Sections of the IPC; Technical Subjects Covered by Former USPC Cross-Reference Art Collections [XRACs] and Digests,Installed electricity capacity,MW
4263,Solar Photovoltaic_Installed electricity capacity_NL,Solar Photovoltaic,NLD,Netherlands,0.333309173,#NAME?,0.487402516,2021.719685,0.998343365,0.064397095,0.99754714,9.0160576,2000,22,3.13422615,1.919108095,65.09855943,2.668176017,31915582468,24.81622827,10,6.5667083,6.82144925,42819.62177,2.3636875,1.841966943,0,H,,,H,Democracy,10.66475173,0.327479604,Medium Material Use,1954,,1957,Standardized [1],Simple [1],Both [3],615.3,High,33,Decades,No,No,No,Energy Supply,General Tagging of New Technological Developments; General Tagging of Cross-Sectional Technologies Spanning over Several Sections of the IPC; Technical Subjects Covered by Former USPC Cross-Reference Art Collections [XRACs] and Digests,Installed electricity capacity,MW
4264,Solar Photovoltaic_Installed electricity capacity_MX,Solar Photovoltaic,MEX,Mexico,0.296110264,#NAME?,0.800025271,2019.057271,0.994245023,0.34185489,0.994641606,5.492887932,2000,22,7.381171855,0.391961,31.58630455,2.411040345,-20773035599,20.9383845,8,6.278615,7.070369667,14604.37391,0.69161875,0.104460375,2,UM,,,UM,Democracy,9.589076345,0.327479604,Medium Material Use,1954,,1957,Standardized [1],Simple [1],Both [3],615.3,High,33,Decades,No,No,No,Energy Supply,General Tagging of New Technological Developments; General Tagging of Cross-Sectional Technologies Spanning over Several Sections of the IPC; Technical Subjects Covered by Former USPC Cross-Reference Art Collections [XRACs] and Digests,Installed electricity capacity,MW
4265,Solar Photovoltaic_Installed electricity capacity_JP,Solar Photovoltaic,JPN,Japan,0.257871689,#NAME?,0.508796127,2015.795761,0.996862775,0.274021899,0.997318758,8.63695481,2000,22,1.6214853,3.137588824,13.91669053,6.490263006,76046692419,18.5930286,10,5.1086775,6.0678725,35041.96047,1.81425,1.454886731,0,H,,,H,Democracy,10.46430149,0.327479604,Medium Material Use,1954,,1957,Standardized [1],Simple [1],Both [3],615.3,High,33,Decades,No,No,No,Energy Supply,General Tagging of New Technological Developments; General Tagging of Cross-Sectional Technologies Spanning over Several Sections of the IPC; Technical Subjects Covered by Former USPC Cross-Reference Art Collections [XRACs] and Digests,Installed electricity capacity,MW
4266,Solar Photovoltaic_Installed electricity capacity_IT,Solar Photovoltaic,ITA,Italy,0.337396684,#NAME?,1.536295304,2010.769822,0.990410332,1.006596605,0.991723606,2.860419571,2000,22,5.8065618,1.107435833,25.36093175,4.457857517,12879595352,7.435243,10,6.3438735,6.1847825,34600.84691,1.469666667,0.500962343,0,H,,,H,Democracy,10.45163344,0.327479604,Medium Material Use,1954,,1957,Standardized [1],Simple [1],Both [3],615.3,High,33,Decades,No,No,No,Energy Supply,General Tagging of New Technological Developments; General Tagging of Cross-Sectional Technologies Spanning over Several Sections of the IPC; Technical Subjects Covered by Former USPC Cross-Reference Art Collections [XRACs] and Digests,Installed electricity capacity,MW
4267,Solar Photovoltaic_Installed electricity capacity_DE,Solar Photovoltaic,DEU,Germany,0.297137262,#NAME?,0.445384423,2011.458739,0.976779831,0.257764037,0.983489143,9.86664312,2000,22,,2.53571,33.54195125,4.1451144,16106709291,16.1076442,10,6.8246126,1.9743217,37534.37741,1.917666667,1.560754845,0,H,,,H,Democracy,10.53301252,0.327479604,Medium Material Use,1954,,1957,Standardized [1],Simple [1],Both [3],615.3,High,33,Decades,No,No,No,Energy Supply,General Tagging of New Technological Developments; General Tagging of Cross-Sectional Technologies Spanning over Several Sections of the IPC; Technical Subjects Covered by Former USPC Cross-Reference Art Collections [XRACs] and Digests,Installed electricity capacity,MW
4268,Solar Photovoltaic_Installed electricity capacity_FR,Solar Photovoltaic,FRA,France,err,,0.343004653,2015.697191,0.977120758,0.166444706,0.985543765,12.81163133,2000,22,,2.151784706,28.25892671,2.6950741,37359727794,25.4361829,10,,,35772.42135,1.7546875,1.523363925,1,H,,,H,Democracy,10.48493252,0.327479604,Medium Material Use,1954,,1957,Standardized [1],Simple [1],Both [3],615.3,High,33,Decades,No,No,No,Energy Supply,General Tagging of New Technological Developments; General Tagging of Cross-Sectional Technologies Spanning over Several Sections of the IPC; Technical Subjects Covered by Former USPC Cross-Reference Art Collections [XRACs] and Digests,Installed electricity capacity,MW
4269,Solar Photovoltaic_Installed electricity capacity_FI,Solar Photovoltaic,FIN,Finland,0.252774651,#NAME?,0.698902704,2019.553735,0.998742618,0.248483726,0.998103293,6.287640793,2000,22,,3.21494619,36.41521695,6.386656114,555220081.8,12.36773636,10,6.6439843,6.535503,36925.57683,2.486875,2.08008794,1,H,,,H,Democracy,10.51665973,0.327479604,Medium Material Use,1954,,1957,Standardized [1],Simple [1],Both [3],615.3,High,33,Decades,No,No,No,Energy Supply,General Tagging of New Technological Developments; General Tagging of Cross-Sectional Technologies Spanning over Several Sections of the IPC; Technical Subjects Covered by Former USPC Cross-Reference Art Collections [XRACs] and Digests,Installed electricity capacity,MW
4270,Solar Photovoltaic_Installed electricity capacity_DM,Solar Photovoltaic,DMA,Dominica,0.065264096,-1.72E+89,0.222351994,2009.216853,0.58421468,0.120988803,0.573517236,19.76347989,2000,22,10.1907523,,55.95653675,0.45454608,-29706775.67,,,,,6868.88121,,0.688328518,0,UM,,,UM,,8.83475652,0.327479604,Medium Material Use,1954,,1957,Standardized [1],Simple [1],Both [3],615.3,High,33,Decades,No,No,No,Energy Supply,General Tagging of New Technological Developments; General Tagging of Cross-Sectional Technologies Spanning over Several Sections of the IPC; Technical Subjects Covered by Former USPC Cross-Reference Art Collections [XRACs] and Digests,Installed electricity capacity,MW
