,ID,technology,country,Country Name,Exponential Fit,exponential goodness,Logistic Fit,Logistic Inflection Year,logistic goodness,Gompertz Fit,gompertz goodness,Delta T Wilson Fit,Vintage,Number of Points,lendingrate_Average,rdspending_Average,goodsservices_Average,oresmetals_Average,fdi_Average,hightech_Average,polity_Average,direction_scitech_Average,easier_scitech_Average,gdppc_Average,Capacity_Average,gee_Average,regime_Mode,IncomeGroup_Mode,WTO_Mode,OECD_Mode,IncomeGroup,dem,Log_GDPavg,Material Use Numerical,Final Material Use,Year of Invention,Year of First Embodiment of Tech,FirstCommercialYr,Need for Customization,Complexity,Type of Adopter,Granularity Numerical,Granularity,Average lifetime,Technology Lifetime,Strict replacement,Broad replacement,Feedstock,Category Type,Patent Category Name,Metric,Unit,First Year of Data,Country_Timing
4790,MCV2 Vaccine_Share of Population_NL,MCV2 Vaccine,NLD,Netherlands,-0.029984868058390415,-2.220446049250313e-16,1.8733656856491172,1967.7045354342088,-2.220446049250313e-16,1.0546564635542632,0.0,2.3457508527758537,2002,20,,,,,,,,,,,,,,,,,err,,,2.78e-05,Low Material Use,,,1963,Standardized [1],Simple [1],Individuals [2],24.9625,High,2.0,Months,No,No,No,Food and Health,Human Necessities,Share of Population,%,2002,Late
4731,HEPBB Vaccine_Share of Population_US,HEPBB Vaccine,USA,United States,0.06260968812796001,-5.63288018836687e+84,0.3903261231337272,2002.9504629281198,0.8977298119954639,0.3310804004542816,0.9024870464828982,11.258403919757336,2002,20,4.39875,2.5619050000000003,13.373324,1.76117005,73021000000.0,,10.0,,,46712.1456,1.8445,1.58019065,2.0,H,,,H,Democracy,10.7517594869306,4.66e-05,Low Material Use,1965,,1986,Standardized [1],Simple [1],Individuals [2],14.917,High,3.0,Years,No,No,No,Food and Health,Human Necessities,Share of Population,%,2002,Late
4771,Biogas_Installed electricity capacity_LT,Biogas,LTU,Lithuania,0.1535668799434065,-2.1795384950687424e+242,0.22840300963363927,2015.7460043489805,0.9818611267675178,0.08918217703873017,0.9822243211936552,19.239891635934132,2002,20,,0.8319273333333332,65.43647166666668,1.7496922533333334,-623128100.7546043,11.4263625,10.0,,,19273.81922,1.4157142857142857,0.7747635020000001,1.0,UM,,,H,Democracy,9.866502936892305,,Medium Material Use,,1897,1930,Mass-customized [2],Complex [3],Firms [1],Expensive,Low,20.0,Years,No,No,Yes,Energy Supply,General Tagging of New Technological Developments; General Tagging of Cross-Sectional Technologies Spanning over Several Sections of the IPC; Technical Subjects Covered by Former USPC Cross-Reference Art Collections [XRACs] and Digests,Installed electricity capacity,MW,2002,Late
4770,MCV2 Vaccine_Share of Population_QA,MCV2 Vaccine,QAT,Qatar,5.898601487502667e-05,0.0239404448234816,0.4064755380276657,1994.6864957017663,0.0999638480425717,0.4030598757473358,0.0998767037668385,10.811103605386808,2002,20,,,,,,,,,,,,,,,,,H,,,2.78e-05,Low Material Use,,,1963,Standardized [1],Simple [1],Individuals [2],24.9625,High,2.0,Months,No,No,No,Food and Health,Human Necessities,Share of Population,%,2002,Late
4769,HIB3 Vaccine_Share of Population_SA,HIB3 Vaccine,SAU,Saudi Arabia,err,,0.37184079709598106,1992.5469769540932,0.39745687191215,0.36935691596843606,0.3969585534525278,11.818093089818023,2002,20,,,,,,,,,,,,,,,,,UM,,,5.6e-05,Low Material Use,,,1987,Standardized [1],Simple [1],Individuals [2],12.40133333,High,3.0,Years,No,No,No,Food and Health,Human Necessities,Share of Population,%,2002,Late
4768,HEPB3 Vaccine_Share of Population_CZ,HEPB3 Vaccine,CZE,Czechia,3.4291444336180196e-05,0.0120912401923832,1.1988768936562715,2000.3596365057851,0.7102940669018494,1.1650462115420783,0.7090321002969736,3.6654715575262107,2002,20,,,,,,,,,,,,,,,,,UM,,,4.66e-05,Low Material Use,1965,,1986,Standardized [1],Simple [1],Individuals [2],14.917,High,3.0,Years,No,No,No,Food and Health,Human Necessities,Share of Population,%,2002,Late
4777,HEPB3 Vaccine_Share of Population_BJ,HEPB3 Vaccine,BEN,Benin,0.08540437639784915,-5.289420240768912e+125,4.680417617104899,2002.2987235220487,0.964768598811765,3.771749852419703,0.96478660866851,0.9389010798123294,2002,20,,,24.041811,0.8371663,-12215422.2758564,,6.0,,,1934.3967,-0.3216,-0.5761511,2.0,L,,,L,Democracy,7.567550773903738,4.66e-05,Low Material Use,1965,,1986,Standardized [1],Simple [1],Individuals [2],14.917,High,3.0,Years,No,No,No,Food and Health,Human Necessities,Share of Population,%,2002,Late
4765,MCV2 Vaccine_Share of Population_MD,MCV2 Vaccine,MDA,Republic of Moldova,err,,15.481968042059355,2001.9376091277163,0.8566125620842318,14.809331343004999,0.8566125533634629,0.2838430581134248,2002,20,23.521667,,77.375626,1.0075784,-83600000.0,,8.0,,,3373.7092,0.1048,-0.5860186,0.0,L,,,L,Democracy,8.123768070891176,2.78e-05,Low Material Use,,,1963,Standardized [1],Simple [1],Individuals [2],24.9625,High,2.0,Months,No,No,No,Food and Health,Human Necessities,Share of Population,%,2002,Late
4778,HEPB3 Vaccine_Share of Population_AR,HEPB3 Vaccine,ARG,Argentina,-0.019533726651899994,2.220446049250313e-16,0.7129825765786924,2000.566516100566,0.5126393913268489,0.6638040864437679,0.5108544637849364,6.163473412996399,2002,20,,,,,,,,,,,,,,,,,UM,,,4.66e-05,Low Material Use,1965,,1986,Standardized [1],Simple [1],Individuals [2],14.917,High,3.0,Years,No,No,No,Food and Health,Human Necessities,Share of Population,%,2002,Late
4763,HEPBB Vaccine_Share of Population_CV,HEPBB Vaccine,CPV,Cabo Verde,err,,0.16750218188554755,1997.3741955359746,0.7150916959702088,0.1410162127751419,0.70867513236029,26.235175597146068,2002,20,,,,,,,,,,,,,,,,,LM,,,4.66e-05,Low Material Use,1965,,1986,Standardized [1],Simple [1],Individuals [2],14.917,High,3.0,Years,No,No,No,Food and Health,Human Necessities,Share of Population,%,2002,Late
4762,Biogas_Installed electricity capacity_LV,Biogas,LVA,Latvia,0.1309999080603874,-3.2800949044141303e+205,0.9464885136406516,2011.244632254437,0.979632725139004,0.7417240408657881,0.973112317598664,4.642897500963078,2002,20,,0.523829,54.1594487,1.84861951,-788435635.33992,8.28924674,8.0,,,17326.20297,1.3003,0.5839037690000002,0.0,UM,,,UM,Democracy,9.759975257145406,,Medium Material Use,,1897,1930,Mass-customized [2],Complex [3],Firms [1],Expensive,Low,20.0,Years,No,No,Yes,Energy Supply,General Tagging of New Technological Developments; General Tagging of Cross-Sectional Technologies Spanning over Several Sections of the IPC; Technical Subjects Covered by Former USPC Cross-Reference Art Collections [XRACs] and Digests,Installed electricity capacity,MW,2002,Late
4780,HEPB3 Vaccine_Share of Population_AZ,HEPB3 Vaccine,AZE,Azerbaijan,0.030348071494592063,-4662119690808278.0,0.2258167715421341,2003.5222019533824,0.8834233859785147,0.16733545805951824,0.8690530078218275,19.46024258810422,2002,20,16.18249966666667,0.3082733333333333,62.77126333333334,1.9772371,-1923283666.6666667,,-7.0,,,5420.132500000001,-0.0652333333333333,-0.9485273766666668,3.0,LM,,,LM,Not Democracy,8.597875540629346,4.66e-05,Low Material Use,1965,,1986,Standardized [1],Simple [1],Individuals [2],14.917,High,3.0,Years,No,No,No,Food and Health,Human Necessities,Share of Population,%,2002,Late
4760,HEPB3 Vaccine_Share of Population_GH,HEPB3 Vaccine,GHA,Ghana,err,,0.2057017146266978,1995.0392708908746,0.7531830983977155,0.18875954380457866,0.7527006908208457,21.363211107147904,2002,20,,,,,,,,,,,,,,,,,L,,,4.66e-05,Low Material Use,1965,,1986,Standardized [1],Simple [1],Individuals [2],14.917,High,3.0,Years,No,No,No,Food and Health,Human Necessities,Share of Population,%,2002,Late
4756,HEPB3 Vaccine_Share of Population_ER,HEPB3 Vaccine,ERI,Eritrea,err,,0.4483915749119626,1997.0160292496662,0.6107218849383282,0.4354525870801816,0.6096839854317349,9.800472177772848,2002,20,,,,,,,,,,,,,,,,,L,,,4.66e-05,Low Material Use,1965,,1986,Standardized [1],Simple [1],Individuals [2],14.917,High,3.0,Years,No,No,No,Food and Health,Human Necessities,Share of Population,%,2002,Late
4755,Biogas_Installed electricity capacity_RO,Biogas,ROU,Romania,0.12036294714889648,-1.5246201596456695e+185,0.381938091024755,2015.5292665635104,0.9612332462212718,0.20429129686849287,0.9652607956577324,11.505658267500783,2002,20,15.644055633333334,0.4480573333333333,37.80478433333334,2.6421149466666667,-5182717515.381332,8.95973225,8.866666666666667,5.90480685,6.9073975,14910.980413333336,1.1057642857142858,,1.0,UM,,,UM,Democracy,9.609853161018409,,Medium Material Use,,1897,1930,Mass-customized [2],Complex [3],Firms [1],Expensive,Low,20.0,Years,No,No,Yes,Energy Supply,General Tagging of New Technological Developments; General Tagging of Cross-Sectional Technologies Spanning over Several Sections of the IPC; Technical Subjects Covered by Former USPC Cross-Reference Art Collections [XRACs] and Digests,Installed electricity capacity,MW,2002,Late
4753,HIB3 Vaccine_Share of Population_LC,HIB3 Vaccine,LCA,Saint Lucia,0.0917352258963825,-7.957654555839952e+135,3.9149586033204966,2002.4423418652812,0.8954679225040093,2.860880277833389,0.8956683335907109,1.122476531666327,2002,20,12.587498,,,0.7835801,-51935414.8148148,,,,,7141.7545,,,0.0,UM,,,UM,,8.873713753438695,5.6e-05,Low Material Use,,,1987,Standardized [1],Simple [1],Individuals [2],12.40133333,High,3.0,Years,No,No,No,Food and Health,Human Necessities,Share of Population,%,2002,Late
4747,DTP3 Vaccine_Share of Population_TL,DTP3 Vaccine,TLS,Timor-Leste,0.024492802632584257,-130489.07029921935,0.14716177235689554,1999.773210262789,0.8615068560227463,0.11765702214964861,0.8620847114724146,29.86134975335209,2002,20,,,,,,,,,,,,,,,,,..,,,2.85e-05,Low Material Use,1914,,1949,Standardized [1],Simple [1],Individuals [2],2.43565,High,1.5,Months,No,No,No,Food and Health,Human Necessities,Share of Population,%,2002,Late
4781,MCV2 Vaccine_Share of Population_WS,MCV2 Vaccine,WSM,Samoa,-0.027304936495535132,1.1102230246251563e-16,-0.8514843044358508,2049.1441587450463,-4.068967385251199e-12,err,0.8690530078218275,-5.160927960479521,2002,20,10.28630511904762,,49.069457666666665,0.6176433573684211,-10077599.247979706,1.2938162466666667,,,,,,0.3517600241749999,5.0,LM,,,LM,,,2.78e-05,Low Material Use,,,1963,Standardized [1],Simple [1],Individuals [2],24.9625,High,2.0,Months,No,No,No,Food and Health,Human Necessities,Share of Population,%,2002,Late
4746,HEPBB Vaccine_Share of Population_TM,HEPBB Vaccine,TKM,Turkmenistan,err,,err,err,,err,1.1102230246251563e-16,err,2002,20,,,,,,,,,,,,,,,,,,,,4.66e-05,Low Material Use,1965,,1986,Standardized [1],Simple [1],Individuals [2],14.917,High,3.0,Years,No,No,No,Food and Health,Human Necessities,Share of Population,%,2002,Late
4745,Liquid Biofuels_Installed electricity capacity_AT,Liquid Biofuels,AUT,Austria,-0.07723707455502284,1.1102230246251563e-16,45.60039831421404,1693.6048052385736,3.3306690738754696e-16,42.37378397725152,1.1102230246251563e-16,0.09636865722952799,2002,20,,,,,,,,,,,,,,,,,err,,,0.82387495,Medium Material Use,,1979,1989,Mass-customized [2],Complex [3],Firms [1],Expensive,Low,,Decades,No,Yes,Yes,Energy Supply,General Tagging of New Technological Developments; General Tagging of Cross-Sectional Technologies Spanning over Several Sections of the IPC; Technical Subjects Covered by Former USPC Cross-Reference Art Collections [XRACs] and Digests,Installed electricity capacity,MW,2002,Late
4743,HEPB3 Vaccine_Share of Population_RW,HEPB3 Vaccine,RWA,Rwanda,err,,0.6732302718025168,1998.3979968911815,0.2941688333833206,0.6647739397489577,0.2942848278874475,6.527408731794955,2002,20,,,,,,,,,,,,,,,,,L,,,4.66e-05,Low Material Use,1965,,1986,Standardized [1],Simple [1],Individuals [2],14.917,High,3.0,Years,No,No,No,Food and Health,Human Necessities,Share of Population,%,2002,Late
4784,HEPB3 Vaccine_Share of Population_CV,HEPB3 Vaccine,CPV,Cabo Verde,0.04496922794595333,-2.421598320142598e+54,1.3477441756078665,2002.2883648394052,0.9698555706906946,1.0821151797009974,0.9651335492116612,3.2605959159055034,2002,20,,,68.54475,0.45450264,-14788930.7629247,,10.0,,,3998.2617,0.4502,-0.27042747,1.0,LM,,,LM,Democracy,8.293614970646946,4.66e-05,Low Material Use,1965,,1986,Standardized [1],Simple [1],Individuals [2],14.917,High,3.0,Years,No,No,No,Food and Health,Human Necessities,Share of Population,%,2002,Late
4785,HIB3 Vaccine_Share of Population_UG,HIB3 Vaccine,UGA,Uganda,0.06018756145356682,-1.2567324340223924e+81,0.3182514292525975,2003.0643482272267,0.9459498096697356,0.263698896920383,0.9553306843200176,13.808105009905695,2002,20,19.019658999999997,0.31184,25.1317575,1.3499341,-193420326.408,,-4.0,,,1318.04465,0.1371,-0.4688862849999999,3.0,L,,,L,Not Democracy,7.183904591575132,5.6e-05,Low Material Use,,,1987,Standardized [1],Simple [1],Individuals [2],12.40133333,High,3.0,Years,No,No,No,Food and Health,Human Necessities,Share of Population,%,2002,Late
4739,HEPBB Vaccine_Share of Population_TJ,HEPBB Vaccine,TJK,Tajikistan,err,,0.2452820310293918,1996.0289766266337,0.601791814737903,0.23206765625837214,0.6031946473954757,17.915903322513902,2002,20,,,,,,,,,,,,,,,,,L,,,4.66e-05,Low Material Use,1965,,1986,Standardized [1],Simple [1],Individuals [2],14.917,High,3.0,Years,No,No,No,Food and Health,Human Necessities,Share of Population,%,2002,Late
4738,HEPB3 Vaccine_Share of Population_LC,HEPB3 Vaccine,LCA,Saint Lucia,0.0917352258963825,-7.957654555839952e+135,3.9149586033204966,2002.4423418652812,0.8954679225040093,2.860880277833389,0.8956683335907109,1.122476531666327,2002,20,12.587498,,,0.7835801,-51935414.8148148,,,,,7141.7545,,,0.0,UM,,,UM,,8.873713753438695,4.66e-05,Low Material Use,1965,,1986,Standardized [1],Simple [1],Individuals [2],14.917,High,3.0,Years,No,No,No,Food and Health,Human Necessities,Share of Population,%,2002,Late
4737,HIB3 Vaccine_Share of Population_CZ,HIB3 Vaccine,CZE,Czechia,err,,2.082583985678479,2000.2432996764926,0.1013891837507149,2.074265396396927,0.1013827307940888,2.110094567562318,2002,20,,,,,,,,,,,,,,,,,UM,,,5.6e-05,Low Material Use,,,1987,Standardized [1],Simple [1],Individuals [2],12.40133333,High,3.0,Years,No,No,No,Food and Health,Human Necessities,Share of Population,%,2002,Late
4734,HEPB3 Vaccine_Share of Population_TZ,HEPB3 Vaccine,TZA,United Republic of Tanzania,err,,-0.8850897170120937,2023.373592809631,0.3156222309723071,-0.8644030663929515,0.3153102236386824,-4.964975945610714,2002,20,15.797758842105264,0.4074166666666667,22.378909904761905,1.1316088461904763,-1049446873.4387292,3.836061045714286,-0.0588235294117647,,,2066.285911764706,0.2444707142857143,-0.609582479,4.0,L,,,LM,Not Democracy,7.633508029148608,4.66e-05,Low Material Use,1965,,1986,Standardized [1],Simple [1],Individuals [2],14.917,High,3.0,Years,No,No,No,Food and Health,Human Necessities,Share of Population,%,2002,Late
4854,Potash Fertilizer_Annual Production_PK,Potash Fertilizer,PAK,Pakistan,0.029873076243036253,-5965206975106.477,0.003024546576204924,3745.9794947029877,0.0030670026399856,0.00021440106386237814,0.0030329412748955,1452.9282469130999,2002,19,11.08685811111111,0.3314688888888888,18.44685569047619,3.408718710000001,-2069285714.2857144,1.8513510714285712,2.764705882352941,7.522237,7.7340477,4416.702152941177,0.0949952142857143,-0.6315241924999999,4.0,LM,,,LM,Not Democracy,8.393148577342172,3.461481227,High Material Use,,1843,1861,Customized [3],Complex [3],Firms [1],Expensive,Low,1.0,Months,No,No,No,Food and Health,Chemistry; Metallurgy,Annual Production,metric tons,2002,Late
4733,HIB3 Vaccine_Share of Population_SV,HIB3 Vaccine,SLV,El Salvador,err,,13.869806053020477,2001.8349764695508,0.0718604367658238,13.86551028716259,0.0718604420700903,0.3168356599849818,2002,20,,,40.406002,0.81742,-495700000.0,,7.0,,,5751.0607,0.1697,-0.6098562,2.0,LM,,,LM,Democracy,8.657139586344195,5.6e-05,Low Material Use,,,1987,Standardized [1],Simple [1],Individuals [2],12.40133333,High,3.0,Years,No,No,No,Food and Health,Human Necessities,Share of Population,%,2002,Late
4732,HIB3 Vaccine_Share of Population_HR,HIB3 Vaccine,HRV,Croatia,-0.020465096931487903,-2.220446049250313e-16,14.498802043428315,2001.8891819784744,0.8547183394038376,14.079027311802548,0.8547183365375965,0.3030904995812571,2002,20,12.84,0.94124,45.26839,1.9630607,-411785207.82629,,8.0,,,14683.8377,1.467,0.3285757,1.0,UM,,,UM,Democracy,9.594502691709009,5.6e-05,Low Material Use,,,1987,Standardized [1],Simple [1],Individuals [2],12.40133333,High,3.0,Years,No,No,No,Food and Health,Human Necessities,Share of Population,%,2002,Late
4789,HIB3 Vaccine_Share of Population_RW,HIB3 Vaccine,RWA,Rwanda,err,,0.6732302718025168,1998.3979968911815,0.2941688333833206,0.6647739397489577,0.2942848278874475,6.527408731794955,2002,20,,,,,,,,,,,,,,,,,L,,,5.6e-05,Low Material Use,,,1987,Standardized [1],Simple [1],Individuals [2],12.40133333,High,3.0,Years,No,No,No,Food and Health,Human Necessities,Share of Population,%,2002,Late
4684,HEPB3 Vaccine_Share of Population_KE,HEPB3 Vaccine,KEN,Kenya,err,,0.1869407460544799,1994.4357864606825,0.5707440774500728,0.1693316410211955,0.5660431807813524,23.50717672535537,2002,20,,,,,,,,,,,,,,,,,L,,,4.66e-05,Low Material Use,1965,,1986,Standardized [1],Simple [1],Individuals [2],14.917,High,3.0,Years,No,No,No,Food and Health,Human Necessities,Share of Population,%,2002,Late
4680,YFV Vaccine_Share of Population_BJ,YFV Vaccine,BEN,Benin,0.05088647394045073,-2.470866493594045e+64,3.5490406779797725,2002.1148533577295,0.8947611431078475,3.029146894281833,0.8949355738145525,1.2382076040824361,2002,20,,,24.041811,0.8371663,-12215422.2758564,,6.0,,,1934.3967,-0.3216,-0.5761511,2.0,L,,,L,Democracy,7.567550773903738,4.16e-05,Low Material Use,,,1937,Standardized [1],Simple [1],Individuals [2],16.7,High,3.0,Years,No,No,No,Food and Health,Human Necessities,Share of Population,%,2002,Late
4774,HIB3 Vaccine_Share of Population_MW,HIB3 Vaccine,MWI,Malawi,0.01966928088763002,0.0947452344637934,1.5660071944012632,2001.4662996860575,0.7592583414648651,1.4469735429506756,0.7588712995119264,2.8061487650780452,2002,20,,,,,,,,,,,,,,,,,L,,,5.6e-05,Low Material Use,,,1987,Standardized [1],Simple [1],Individuals [2],12.40133333,High,3.0,Years,No,No,No,Food and Health,Human Necessities,Share of Population,%,2002,Late
4840,Nitrogen Fertilizer_Annual Production_BE,Nitrogen Fertilizer,BEL,Belgium,err,,0.9418333324179488,1999.9068476236134,0.1449940700316165,0.920688121442623,0.1437105034621668,4.665845859787807,2002,19,,,,,,,,,,,,,,,,,H,,,1.459433719,High Material Use,,,1913,Mass-customized [2],Complex [3],Firms [1],Expensive,Low,1.0,Months,No,No,Yes,Food and Health,Chemistry; Metallurgy,Annual Production,metric tons,2002,Late
4846,Phosphate Fertilizer_Annual Production_BE,Phosphate Fertilizer,BEL,Belgium,0.033477615456170805,-1.7331353631450484e+20,0.06505000078595938,2184.6050777772175,0.7246359958672433,err,0.9547060096247127,67.55494391355876,2002,19,,2.2787621052631573,76.90000276190477,4.276724742857142,555067113.7645031,11.6575406,8.588235294117647,,,37501.25720588236,2.4202857142857144,1.5399682549999998,0.0,H,,,H,Democracy,10.532129736886732,1.34997619,High Material Use,,,1843,Mass-customized [2],Design-Intensive [2],Firms [1],Expensive,Low,1.0,Months,No,No,No,Food and Health,Chemistry; Metallurgy,Annual Production,metric tons,2002,Late
4850,Potash Fertilizer_Annual Production_PL,Potash Fertilizer,POL,Poland,err,,0.022307801675828492,2405.3245583068433,0.4616909983457391,err,0.9981953281908668,196.99158252038893,2002,19,,0.8250699999999999,44.41691095238095,3.3808349095238093,-11427238095.238094,8.567259333333332,10.0,7.0773053,7.0206098,20258.13049411765,1.397142857142857,0.5329982455,1.0,H,,,H,Democracy,9.91631149783512,3.461481227,High Material Use,,1843,1861,Customized [3],Complex [3],Firms [1],Expensive,Low,1.0,Months,No,No,No,Food and Health,Chemistry; Metallurgy,Annual Production,metric tons,2002,Late
601,Aquaculture Production_Annual production_BA,Aquaculture Production,BIH,Bosnia and Herzegovina,-18348.608110527468,1.1102230246251563e-16,17.98494068028026,2001.8949009537073,0.0086131996129382,15.218728762517589,0.0086131917737399,0.24434048645435733,2002,19,12.695833,,59.601467,,-267769568.956599,,,,,7391.5922,0.005721,-1.0719501,3.0,LM,,,LM,,8.908098444050806,0.607902736,Medium Material Use,n/d,n/d,1950,Customized [3],Design-Intensive [2],Firms [1],,Low,,,No,Yes,No,Sea and Water,Human Necessities,Annual production,metric tons,2002,Late
4857,HIB3 Vaccine_Share of Population_VC,HIB3 Vaccine,VCT,Saint Vincent and the Grenadines,0.07104856107588518,-1.1431297264730118e+101,18.74682734838533,2003.0516985945144,0.9961591409239744,18.83964086456401,0.996159141282001,0.23441028569833894,2003,19,11.832384,,,0.5329218,-55164448.1481481,,,,,,,,0.0,UM,,,UM,,,5.6e-05,Low Material Use,,,1987,Standardized [1],Simple [1],Individuals [2],12.40133333,High,3.0,Years,No,No,No,Food and Health,Human Necessities,Share of Population,%,2003,Late
5657,Salt Production_Annual production_RS,Salt Production,SRB,Serbia,-0.17259427175367298,0.0,-0.15862164260480605,1929.9359076779833,0.7758003795754974,err,0.9999995692478464,-27.703969537252117,2003,10,,,,,,,,,,,,,,,,,err,,,19.20122888,High Material Use,,,n/d,Customized [3],Design-Intensive [2],Firms [1],Expensive,Low,,Decades,No,No,No,Materials,Fixed Constructions,Annual production,metric tons,2003,Late
4817,MCV2 Vaccine_Share of Population_MT,MCV2 Vaccine,MLT,Malta,0.21330290677330696,-inf,1.6145464621507575,2004.4900526684442,0.9509678463528032,1.0591717582764393,0.9563380298159252,2.721785503043708,2003,19,5.5870835,0.36357,109.945335,0.641586475,-1293326124.463839,,,,,21253.06765,,0.82881015,0.0,H,,,H,,9.964256523933662,2.78e-05,Low Material Use,,,1963,Standardized [1],Simple [1],Individuals [2],24.9625,High,2.0,Months,No,No,No,Food and Health,Human Necessities,Share of Population,%,2003,Late
4838,Solar Photovoltaic_Installed electricity capacity_BA,Solar Photovoltaic,BIH,Bosnia and Herzegovina,err,,0.33226887154088536,2055.9623680575723,0.9817948981205568,err,0.2018457461011414,13.225581843683802,2003,19,6.465313465000001,0.13862875,55.3241963,3.658410955,-545856744.8242838,3.8040134642857137,,,,8986.75705625,0.1213330769230769,-0.6784466452631578,3.0,UM,,,UM,,9.103507334495609,0.327479604,Medium Material Use,1954,,1957,Standardized [1],Simple [1],Both [3],615.3,High,33.0,Decades,No,No,No,Energy Supply,General Tagging of New Technological Developments; General Tagging of Cross-Sectional Technologies Spanning over Several Sections of the IPC; Technical Subjects Covered by Former USPC Cross-Reference Art Collections [XRACs] and Digests,Installed electricity capacity,MW,2003,Late
4085,Onshore Wind Energy_Installed electricity capacity_MU,Onshore Wind Energy,MUS,Mauritius,0.21465676832156536,-inf,7.919122984699415,2015.2510218924444,0.9801621205807932,16.95851331503423,0.980160618173584,0.554916139471881,2003,20,13.74993592307692,0.30812,61.211358538461546,1.0546976492307691,-3505571141.4709673,1.5782284965,10.0,,,16142.199284615384,0.5622230769230769,0.8638235384615385,0.0,UM,,,UM,Democracy,9.689192195528303,0.203025422,Medium Material Use,,,1887,Mass-customized [2],Design-Intensive [2],Firms [1],4828242.2,Low,25.0,Decades,No,No,No,Energy Supply,General Tagging of New Technological Developments; General Tagging of Cross-Sectional Technologies Spanning over Several Sections of the IPC; Technical Subjects Covered by Former USPC Cross-Reference Art Collections [XRACs] and Digests,Installed electricity capacity,MW,2003,Late
4715,Air-Source Heat Pumps_Annual Production_US,Air-Source Heat Pumps,USA,United States,0.051592313050326265,-1.301256928712156e+52,0.05323035846609717,2234.3804873965987,0.7992024341624987,err,0.997322804423013,82.55531770411235,2003,20,4.37346492631579,2.7838827777777775,15.46872715789474,2.296257605,18110800000.0,21.749029066666665,9.22222222222222,7.2057123333333335,6.958982233333334,50764.8239625,1.9112307692307693,1.5202177473684209,2.0,H,,,H,Democracy,10.834958952035032,0.014897959,Medium Material Use,,,1938,Standardized [1],Simple [1],Individuals [2],9800,Medium,15.0,Years,Yes,Yes,,Appliances,Mechanical Engineering; Lighting; Heating; Weapons; Blasting,Annual Production,-,2003,Late
853,Aquaculture Production_Annual production_TV,Aquaculture Production,TUV,Tuvalu,-0.04077336356234972,0.0,0.024055782876333334,2316.397385128289,0.0630170828214801,err,0.9901612381284888,182.67745337009197,2003,18,,,,1.704647335,-504433.9017200756,,,,,,,-0.5979928770555554,0.0,UM,,,UM,,,0.607902736,Medium Material Use,n/d,n/d,1950,Customized [3],Design-Intensive [2],Firms [1],,Low,,,No,Yes,No,Sea and Water,Human Necessities,Annual production,metric tons,2003,Late
4798,HEPB3 Vaccine_Share of Population_PK,HEPB3 Vaccine,PAK,Pakistan,err,,0.023974077491591504,2420.5082205058043,0.6989329381108023,err,0.79828204335787,183.3000313031322,2003,19,11.08685811111111,0.3480437499999999,18.676308325,3.455729642105264,-2133000000.0,1.8513510714285712,3.25,7.522237,7.7340477,4488.640625,0.1021639999999999,-0.6358422378947368,4.0,LM,,,LM,Not Democracy,8.40930517877169,4.66e-05,Low Material Use,1965,,1986,Standardized [1],Simple [1],Individuals [2],14.917,High,3.0,Years,No,No,No,Food and Health,Human Necessities,Share of Population,%,2003,Late
4793,HEPBB Vaccine_Share of Population_TR,HEPBB Vaccine,TUR,Türkiye,err,,0.7117370255552864,2001.060338316983,0.9613545565531688,0.6626422798949985,0.9632390516441436,6.174259588706878,2003,19,,,,,,,,,,,,,,,,,LM,,,4.66e-05,Low Material Use,1965,,1986,Standardized [1],Simple [1],Individuals [2],14.917,High,3.0,Years,No,No,No,Food and Health,Human Necessities,Share of Population,%,2003,Late
4828,MCV2 Vaccine_Share of Population_SV,MCV2 Vaccine,SLV,El Salvador,err,,-0.7079516270795585,2022.6413377797705,0.3775318111723669,-0.6544142901412074,0.3706717277872325,-6.207273190119524,2003,19,,0.1111407692307692,47.5408733,1.1233698375,-415868308.5818854,6.083716626666667,7.625,,,7426.515593749999,0.3931615384615385,-0.2663639037894737,2.0,LM,,,UM,Democracy,8.912812063211542,2.78e-05,Low Material Use,,,1963,Standardized [1],Simple [1],Individuals [2],24.9625,High,2.0,Months,No,No,No,Food and Health,Human Necessities,Share of Population,%,2003,Late
4807,MCV2 Vaccine_Share of Population_SM,MCV2 Vaccine,SMR,San Marino,-512.8921956693287,1.1102230246251563e-16,-0.05337759611996032,2036.9222907911567,0.887045070057355,-0.04060432436451886,0.8863604671869983,-82.327595735042,2003,19,5.45168937,,146.25703714285714,,,,,,,,,,0.0,H,,,H,,,2.78e-05,Low Material Use,,,1963,Standardized [1],Simple [1],Individuals [2],24.9625,High,2.0,Months,No,No,No,Food and Health,Human Necessities,Share of Population,%,2003,Late
4820,HEPBB Vaccine_Share of Population_SG,HEPBB Vaccine,SGP,Singapore,err,,0.016342291515333115,2582.452204204519,0.4828154700929359,err,0.9902864794606931,268.90042626821077,2003,19,5.328377210526316,2.0680770588235298,167.548604,1.590855075,-28198696778.25957,51.25801907142857,-2.25,6.82324,7.481344,56855.072631250005,1.6554615384615383,2.1874736,4.0,H,,,H,Not Democracy,10.9482607235402,4.66e-05,Low Material Use,1965,,1986,Standardized [1],Simple [1],Individuals [2],14.917,High,3.0,Years,No,No,No,Food and Health,Human Necessities,Share of Population,%,2003,Late
